央视,#genre#
上海新闻综合,http://111.48.34.237/PLTV/88888888/224/3221229763/1.m3u8
东南卫视,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN3540417BESTVSMGSMG/index.m3u8?m3u8_level=2
东南卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221229810/1.m3u8
东南卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230507/1.m3u8
厦门卫视,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN484994BESTVSMGSMG/index.m3u8?m3u8_level=2
厦门卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230498/1.m3u8http://111.48.34.138/000000001000PLTV/88888888/224/3221230527/1.m3u8
嘉佳卡通,http://111.48.34.138/000000001000PLTV/88888888/224/3221230580/1.m3u8
三沙卫视,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN63807b743da75/index.m3u8?m3u8_level=2
三沙卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230410/1.m3u8
湖北综合,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638072216f7da/index.m3u8?m3u8_level=2
湖北经视,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN63807203543e3/index.m3u8?m3u8_level=2
湖北影视,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN6380728abccd2/index.m3u8?m3u8_level=2
湖北影视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230404/1.m3u8
湖北教育,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638072a6cbbf6/index.m3u8?m3u8_level=2
湖北教育,http://111.48.34.138/000000001000PLTV/88888888/224/3221230406/1.m3u8金色学堂,http://111.48.34.138/000000001000PLTV/88888888/224/3221230586/1.m3u8
湖北教育,http://111.48.34.138/000000001000PLTV/88888888/224/3221230603/1.m3u8
湖北生活,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638072c62e405/index.m3u8?m3u8_level=2
湖北垄上,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638072463c333/index.m3u8?m3u8_level=2
金鹰卡通,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN6000057BESTVSMGSMG/index.m3u8?m3u8_level=2
金鹰卡通,http://111.48.34.138/000000001000PLTV/88888888/224/3221230345/1.m3u8
金鹰卡通,http://111.48.34.138/000000001000PLTV/88888888/224/3221230468/1.m3u8
湖南金鹰纪实,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN4766929BESTVSMGSMG/index.m3u8?m3u8_level=2
延边卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230557/1.m3u8
康巴卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230555/1.m3u8
兵团卫视,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN126389BESTVSMGSMG9/index.m3u8?m3u8_level=2
兵团卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230032/1.m3u8

台港澳,#genre#

其它,#genre#
茶,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638729d8aca53/index.m3u8?m3u8_level=2
动漫秀场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230544/1.m3u8
动漫秀场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230621/1.m3u8
都市剧场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230607/1.m3u8
都市剧场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230619/1.m3u8
鄂州文旅,http://111.48.34.138/000000001000PLTV/88888888/224/3221230564/1.m3u8
鄂州新闻综合,http://111.48.34.138/000000001000PLTV/88888888/224/3221230562/1.m3u8
恩施文旅,http://111.48.34.138/000000001000PLTV/88888888/224/3221230344/1.m3u8
湖北公共,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN6380726d0ee3b/index.m3u8?m3u8_level=2
欢笑剧场,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN6000048BESTVSMGSMG/index.m3u8?m3u8_level=2
欢笑剧场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230500/1.m3u8
欢笑剧场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230553/1.m3u8
黄冈生活,http://111.48.34.138/000000001000PLTV/88888888/224/3221230566/1.m3u8
黄石都市,http://111.48.34.138/000000001000PLTV/88888888/224/3221230558/1.m3u8
黄石新闻综合,http://111.48.34.138/000000001000PLTV/88888888/224/3221230556/1.m3u8
荆州垄上,http://111.48.34.138/000000001000PLTV/88888888/224/3221230560/1.m3u8
荆州文旅,http://111.48.34.138/000000001000PLTV/88888888/224/3221230572/1.m3u8
荆州新闻,http://111.48.34.138/000000001000PLTV/88888888/224/3221230574/1.m3u8
快乐垂钓,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638729b6002c4/index.m3u8?m3u8_level=2
梨园,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?m3u8_level=2
晴彩青少,http://111.48.34.138/000000001000PLTV/88888888/224/3221230584/1.m3u8
三峡旅游生活,http://111.48.34.138/000000001000PLTV/88888888/224/3221230589/1.m3u8
十堰经济旅游,http://111.48.34.138/000000001000PLTV/88888888/224/3221230368/1.m3u8
随州农村,http://111.48.34.138/000000001000PLTV/88888888/224/3221230568/1.m3u8
随州综合,http://111.48.34.138/000000001000PLTV/88888888/224/3221230593/1.m3u8
文物宝库,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638078a346161/index.m3u8?m3u8_level=2
武汉教育,http://111.48.34.138/000000001000PLTV/88888888/224/3221229783/1.m3u8
武术世界,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638078be5d654/index.m3u8?m3u8_level=2
咸宁经济生活,http://111.48.34.138/000000001000PLTV/88888888/224/3221229907/1.m3u8
咸宁综合,http://111.48.34.138/000000001000PLTV/88888888/224/3221229876/1.m3u8
襄阳公共,http://111.48.34.138/000000001000PLTV/88888888/224/3221229850/1.m3u8
襄阳经济生活,http://111.48.34.138/000000001000PLTV/88888888/224/3221229848/1.m3u8
襄阳经济生活,http://111.48.34.237/PLTV/88888888/224/3221229848/1.m3u8
